overall,reviews
2,"I love these crawlers! They arrived within a week, and Iam very happy, and satisfied with my order. No regrets"
2,So cute!! Got a lot of compliments! Easy to put in too and great quality!!
2,Got the rose gold climbers and they are beautiful! Sparkly and eye-catching but also quite elegant.
2,These are even more beautiful in person! Nice quality also!!
2,Obsessed with these! So pretty and sparkly! Thank you so much!
2,love these. so pretty and easy to wear. first pair I have had.
2,"Beautiful ear climbers, I wear them all the time. They are not heavy and they stay in place. The shipping was extra fast!"
2,love these earrings! I get so many compliments on them
2,So beautiful and unique! Definitely recommend!
2,"Earrings were perfect; dainty, but well crafted. They can be versatile...dressy or casual.  The price was reasonable, and they arrived qickly.  So it was a great purchase."
2,This is so lovely
2,These earrings are beautiful. I love them.
2,Love these earrings. They are so cute I am thinking of getting more for my friends!
2,Gorgeous earrings! I will be back for more!!! Thank you!
2,"Fast delivery, and exactly what I was wanting! I can't wait to wear them on my wedding day!!😊"
2,Loved the earrings. Fast delivery! Would definitely purchase again.
2,Needed longer.shiping was good
2,Absolutely beautiful jewelry. These were given as a gift and were very well received. High quality and would purchase more from this seller.
2,"They are beautifully made, and of great quality. The earrings arrived quickly, and I will return for more goodies!"
2,These are beautiful and the perfect size. I find them very comfortable and I can’t wait to wear these for my wedding!
2,The shipping was so quick!
2,I loved my earrings! They shipped so fast and they were beautiful!
2,Beautiful! I love them.
2,Amazingly fast shipping and the earrings are better in person than they are in the pics! Thanks heaps!
2,My order was shipped on time and the earrings look great! Thank you!
2,Nice
2,Beautiful ear bling!  I'm really impressed by the quality of the items I received.  Thank you so much!
2,Beautiful and came exactly as described!
2,Love the earrings! Bought 10 pairs for my bridesmaids.  Now I wish I would have purchased a pair for myself as well!
2,These are perfect! I can't wait to wear for my wedding and even better that they're hypoallergenic.
2,Bit pricey for what I received. But overall happy
2,"Loved the design but unfortunately I was allergic to the material. Great seller, very fast response. Thank you!"
2,"Gave them as a gift , she loved it!!!"
2,Loveeeee these! They look sophisticated but a bit edgy.
2,Very nice loved this item
2,"Very pretty item, delicate and unique"
2,"Very beautiful, if you have sensitive ears they will make your lobes itch a little."
2,Beautiful! Prompt shipping & excellent merchandise!
2,Beautiful item and received it so quickly!
2,"Beautiful earrings 
I got the white gold"
2,Arrived on time. Nice packaging.
2,"they look exactly like the pictures, good quality"
2,. . . . . . . . .  . . . . . .
2,"Beautiful earrings. Although the earrings are as expected and pretty, unfortunately, they won't stay up so they keep dangling down. Guess my ear shape just isn't made for earring cuffs/crawlers. Beautiful just not for me."
2,Bought a pair for myself and had to go back and buy a pair for my friend. Lovely earrings.
2,Beautiful but unfortunately the first time I wore them I lost one within an hour :-(
2,"Shipping on time. Cute packaging. Nothing really special about the item. The part that bugged me was that it moved a lot on my ear.. it is a little pliable so you can form it around your ear lobe, but it never stays. At the end of the day, it just ends up dangling vertically off of my ear."
2,They are pretty junky & cheap looking.  Not even going waste the postage to send them back.
2,"I love these!! Absolutely perfect, just what I was hoping to use on my wedding! The second clip doesn´t exacly fit my ear correctly (maybe because of my ear shape, not sure...I´ll have to figure a way), but I score 5 stars because it is absolutely stunning, shipping was on time, and packaging sooo cute (loved the details and care!). I´ll post a picture on your instagram wearing them on my big day!"
2,"These are beautiful, quality, and hand crafted. I love them. They are stunning and unique. Very excited for my wedding day. My only recommendation for the shop owner is to post a photo of the back of the earring. I did not realize it had a stud and a clip on section (makes sense given its design; very practical!). I also like that I can adjust the strength of the clip on part. They are a bit heavier than you might expect, so if you have sensitive ears, you might want to go a bit smaller."
2,"These were purchased for my wedding day and were absolutely everything I dreamed of. Beautiful earrings, high quality, photographed incredibly. Thank you!"
2,Stunning! They were the perfect touch to my wedding dress.
2,"I wore these earrings for my wedding and received so many compliments.  They went with my dress perfectly! 

Ilona was so great to work with, especially since I broke one of the earrings a week before the wedding and she sent a replacement through FedEx as fast as she possibly could! I also loved that she was able to add a clasp to the back of the earrings to make them stay a little better - this ended up working out perfectly.  I'm so glad I read someone else's review who advised they did this as well.  I ordered all of my bridesmaids earrings through Ilona as well and all of them loved the earrings.  Each pair also came with an extra set of backs, a zippered bag, and a little card that said then you for being my bridesmaid - I really appreciated these  details! I wouldn't hesitate to order from this seller again."
